# S,I,R,Nw
823393,269,6341125,6341391
823381,238,6341167,6341403
823371,211,6341205,6341414
823361,187,6341238,6341423
823353,166,6341267,6341431
823346,147,6341294,6341439
823339,131,6341317,6341445
823333,116,6341337,6341451
823328,103,6341356,6341456
823324,91,6341372,6341461
823320,81,6341386,6341465
823316,72,6341399,6341468
823313,63,6341410,6341471
823310,56,6341420,6341474
823308,50,6341429,6341477
823305,44,6341437,6341479
823303,39,6341444,6341481
823302,35,6341450,6341483
823300,31,6341456,6341484
823299,27,6341461,6341486
823297,24,6341465,6341487
823296,21,6341469,6341488
823295,19,6341472,6341489
823295,17,6341475,6341490
823294,15,6341478,6341491
823293,13,6341480,6341491
823293,11,6341483,6341492
823292,10,6341484,6341492
823292,9,6341486,6341493
823291,8,6341488,6341493
823291,7,6341489,6341494
823290,6,6341490,6341494
823290,5,6341491,6341494
823290,5,6341492,6341494
823290,4,6341493,6341495
823289,4,6341493,6341495
823289,3,6341494,6341495
823289,3,6341495,6341495
823289,2,6341495,6341495
823289,2,6341496,6341495
823289,2,6341496,6341496
823289,1,6341496,6341496
823289,1,6341497,6341496
823288,1,6341497,6341496
823288,1,6341497,6341496
823288,1,6341497,6341496
823288,1,6341498,6341496
823288,0,6341498,6341496
823288,0,6341498,6341496
823288,0,6341498,6341496
823288,0,6341498,6341496
823288,0,6341498,6341496
823288,0,6341498,6341496
823288,0,6341498,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
823288,0,6341499,6341496
