# S,I,R,Nw
475222,350,3031280,3031629
475205,312,3031335,3031646
475190,278,3031384,3031662
475176,248,3031428,3031676
475164,221,3031467,3031688
475153,197,3031502,3031699
475143,176,3031533,3031709
475134,157,3031561,3031717
475126,140,3031585,3031725
475120,124,3031608,3031732
475113,111,3031627,3031738
475108,99,3031645,3031744
475103,88,3031660,3031748
475099,79,3031674,3031753
475095,70,3031687,3031757
475091,62,3031698,3031760
475088,56,3031708,3031763
475085,50,3031717,3031766
475083,44,3031725,3031769
475081,39,3031732,3031771
475079,35,3031738,3031773
475077,31,3031743,3031774
475075,28,3031748,3031776
475074,25,3031753,3031777
475073,22,3031757,3031779
475072,20,3031760,3031780
475071,17,3031763,3031781
475070,15,3031766,3031782
475069,14,3031769,3031782
475068,12,3031771,3031783
475068,11,3031773,3031784
475067,10,3031775,3031784
475067,8,3031776,3031785
475066,8,3031778,3031785
475066,7,3031779,3031786
475065,6,3031780,3031786
475065,5,3031781,3031786
475065,5,3031782,3031787
475065,4,3031783,3031787
475064,4,3031784,3031787
475064,3,3031784,3031787
475064,3,3031785,3031787
475064,2,3031785,3031788
475064,2,3031786,3031788
475064,2,3031786,3031788
475063,2,3031787,3031788
475063,1,3031787,3031788
475063,1,3031787,3031788
475063,1,3031787,3031788
475063,1,3031788,3031788
475063,1,3031788,3031788
475063,1,3031788,3031788
475063,0,3031788,3031788
475063,0,3031788,3031789
475063,0,3031788,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
475063,0,3031789,3031789
