# S,I,R,Nw
88697943,29779119,98548942,128328054
84854649,28743660,103427695,132171347
81312784,27589643,108123576,135713212
78060508,26346218,112619278,138965488
75083231,25040576,116902196,141942765
72364613,23697336,120964054,144661383
69887360,22338210,124800434,147138636
67633875,20981844,128410284,149392121
65586741,19643855,131795408,151439255
63729066,18336969,134959969,153296930
62044730,17071250,137910023,154981266
60518532,15854368,140653103,156507464
59136277,14691888,143197838,157889719
57884809,13587562,145553632,159141187
56752010,12543612,147730382,160273986
55726765,11560993,149738245,161299231
54798926,10639627,151587451,162227070
53959247,9778615,153288142,163066749
53199328,8976418,154850258,163826668
52511549,8231017,156283438,164514447
51889008,7540042,157596954,165136989
51325458,6900881,158799664,165700538
50815253,6310776,159899974,166210743
50353286,5766892,160905825,166672710
49934946,5266376,161824681,167091050
49556065,4806403,162663536,167469931
49212879,4384210,163428915,167813117
48901988,3997126,164126890,168124008
48620321,3642585,164763098,168405676
48365102,3318145,165342757,168660894
48133823,3021490,165870690,168892173
47924219,2750441,166351343,169101777
47734241,2502950,166788812,169291755
47562035,2277106,167186863,169463961
47405927,2071125,167548951,169620069
47264400,1883354,167878250,169761596
47136085,1712256,168177662,169889911
47019740,1556415,168449849,170006256
46914242,1414520,168697242,170111754
46818575,1285365,168922063,170207421
46731817,1167843,169126343,170294179
46653137,1060933,169311934,170372859
46581778,963700,169480525,170444218
46517057,875289,169633657,170508939
46458354,794915,169772735,170567642
46405108,721859,169899036,170620888
46356811,655468,170013725,170669185
46313000,595141,170117862,170712996
46273259,540333,170212412,170752737
46237208,490543,170298252,170788788
46204505,445319,170376180,170821492
46174837,404245,170446922,170851159
46147922,366943,170511138,170878074
46123505,333071,170569427,170902491
46101354,302315,170622335,170924642
46081258,274390,170670356,170944739
46063025,249037,170713941,170962971
46046484,226021,170753499,170979512
46031477,205127,170789400,170994519
46017861,186160,170821982,171008135
46005508,168944,170851551,171020488
45994301,153318,170878385,171031695
45984132,139134,170902737,171041864
45974907,126261,170924836,171051089
45966536,114577,170944890,171059460
45958942,103973,170963089,171067055
45952051,94350,170979603,171073945
45945799,85616,170994588,171080197
45940127,77690,171008187,171085869
45934980,70498,171020526,171091016
45930310,63970,171031723,171095686
45926073,58047,171041883,171099923
45922229,52672,171051103,171103767
45918741,47794,171059468,171107255
45915576,43368,171067059,171110420
45912705,39351,171073947,171113291
45910100,35707,171080197,171115896
45907736,32399,171085868,171118260
45905591,29398,171091014,171120405
45903645,26675,171095683,171122351
45901879,24204,171099920,171124117
45900277,21962,171103764,171125719
45898823,19928,171107253,171127173
45897504,18082,171110418,171128492
45896307,16407,171113290,171129689
45895221,14887,171115895,171130775
45894236,13507,171118260,171131760
45893342,12256,171120405,171132654
45892531,11121,171122352,171133465
45891795,10090,171124118,171134201
45891128,9156,171125720,171134869
45890522,8307,171127174,171135474
45889972,7538,171128494,171136024
45889473,6839,171129691,171136523
45889021,6206,171130777,171136976
45888610,5631,171131763,171137386
45888237,5109,171132657,171137759
45887899,4636,171133469,171138097
45887592,4206,171134205,171138404
45887314,3816,171134873,171138682
45887061,3463,171135479,171138935
45886832,3142,171136029,171139164
45886624,2851,171136528,171139372
45886436,2587,171136981,171139560
45886264,2347,171137392,171139732
45886109,2129,171137765,171139887
45885968,1932,171138103,171140028
45885840,1753,171138410,171140156
45885724,1590,171138689,171140272
45885619,1443,171138942,171140377
45885523,1309,171139171,171140473
45885437,1188,171139379,171140559
45885358,1078,171139568,171140638
45885287,978,171139739,171140709
45885222,887,171139894,171140774
45885163,805,171140035,171140833
45885110,730,171140163,171140886
45885062,663,171140279,171140934
45885018,601,171140385,171140978
45884978,545,171140480,171141018
45884942,495,171140567,171141054
45884909,449,171140646,171141087
45884879,407,171140717,171141117
45884852,369,171140782,171141144
45884828,335,171140841,171141168
45884806,304,171140894,171141191
45884785,276,171140942,171141211
45884767,250,171140986,171141229
45884751,227,171141026,171141245
45884736,206,171141062,171141260
45884722,187,171141095,171141274
45884710,170,171141124,171141286
45884698,154,171141151,171141298
45884688,140,171141176,171141308
45884679,127,171141198,171141317
