"UF","id","Name","Ps","Pi","Pr","Pt","Lon","Lat"
"BA","2915007","Itaeté","16519","0","0","16519","-40.973","-12.986"
"BA","2915106","Itagi","13275","1","0","13276","-40.006","-14.163"
"BA","2915205","Itagibá","15666","3","0","15669","-39.843","-14.284"
"BA","2915304","Itagimirim","7319","0","0","7319","-39.614","-16.087"
"BA","2915353","Itaguaçu da Bahia","14604","0","0","14604","-42.399","-11.012"
"BA","2915403","Itaju do Colônia","7284","0","0","7284","-39.724","-15.143"
"BA","2915502","Itajuípe","21693","4","0","21697","-39.375","-14.678"
"BA","2915601","Itamaraju","67304","1","0","67305","-39.531","-17.039"
"BA","2915700","Itamari","8495","0","0","8495","-39.684","-13.778"
"BA","2915809","Itambé","23147","0","0","23147","-40.624","-15.245"
"BA","2915908","Itanagra","8038","0","0","8038","-38.042","-12.263"
"BA","2916005","Itanhém","20554","0","0","20554","-40.33","-17.166"
"BA","2916104","Itaparica","22744","0","0","22744","-38.679","-12.888"
"BA","2916203","Itapé","10021","1","0","10022","-39.421","-14.898"
"BA","2916302","Itapebi","10852","4","0","10856","-39.534","-15.951"
"BA","2916401","Itapetinga","76876","5","0","76881","-40.248","-15.249"
"BA","2916500","Itapicuru","36320","0","0","36320","-38.233","-11.317"
"BA","2916609","Itapitanga","10799","0","0","10799","-39.565","-14.423"
"BA","2916708","Itaquara","8557","0","0","8557","-39.941","-13.451"
"BA","2916807","Itarantim","20205","1","0","20206","-40.066","-15.66"
"BA","2916856","Itatim","14894","1","0","14895","-39.698","-12.712"
"BA","2916906","Itiruçu","13280","0","0","13280","-40.15","-13.532"
"BA","2917003","Itiúba","37500","0","0","37500","-39.853","-10.691"
"BA","2917102","Itororó","21206","4","0","21210","-40.07","-15.117"
"BA","2917201","Ituaçu","19494","0","0","19494","-41.297","-13.813"
"BA","2917300","Ituberá","29272","1","0","29273","-39.149","-13.732"
"BA","2917334","Iuiú","11366","0","0","11366","-43.554","-14.414"
"BA","2917359","Jaborandi","9138","0","0","9138","-44.433","-13.619"
"BA","2917409","Jacaraci","15435","0","0","15435","-42.433","-14.85"
"BA","2917508","Jacobina","83435","0","0","83435","-40.518","-11.181"
"BA","2917607","Jaguaquara","55750","1","0","55751","-39.971","-13.531"
"BA","2917706","Jaguarari","34304","0","0","34304","-40.196","-10.26"
"BA","2917805","Jaguaripe","18849","0","0","18849","-38.896","-13.113"
"BA","2917904","Jandaíra","11092","0","0","11092","-37.784","-11.564"
"BA","2918001","Jequié","161879","1","0","161880","-40.084","-13.858"
"BA","2918100","Jeremoabo","41387","0","0","41387","-38.35","-10.067"
"BA","2918209","Jiquiriçá","15071","0","0","15071","-39.572","-13.257"
"BA","2918308","Jitaúna","12985","0","0","12985","-39.889","-14.019"
"BA","2918357","João Dourado","25431","0","0","25431","-41.664","-11.35"
"BA","2918407","Juazeiro","220248","5","0","220253","-40.503","-9.414"
"BA","2918456","Jucuruçu","10032","0","0","10032","-40.159","-16.843"
"BA","2918506","Jussara","16006","0","0","16006","-41.969","-11.047"
"BA","2918555","Jussari","6324","0","0","6324","-39.495","-15.191"
"BA","2918605","Jussiape","7239","0","0","7239","-41.593","-13.517"
"BA","2918704","Lafaiete Coutinho","3996","0","0","3996","-40.213","-13.656"
"BA","2918753","Lagoa Real","15920","0","0","15920","-42.142","-14.035"
"BA","2918803","Laje","24112","0","0","24112","-39.425","-13.182"
"BA","2918902","Lajedão","4046","0","0","4046","-40.345","-17.614"
"BA","2919009","Lajedinho","4032","0","0","4032","-40.906","-12.356"
"BA","2919058","Lajedo do Tabocal","8862","0","0","8862","-40.224","-13.475"
"BA","2919108","Lamarão","9099","0","0","9099","-38.9","-11.783"
"BA","2919157","Lapão","28166","0","0","28166","-41.832","-11.383"
"BA","2919207","Lauro de Freitas","194615","26","0","194641","-38.327","-12.894"
"BA","2919306","Lençóis","11544","0","0","11544","-41.39","-12.563"
"BA","2919405","Licínio de Almeida","12967","0","0","12967","-42.508","-14.682"
"BA","2919504","Livramento de Nossa Senhora","46399","0","0","46399","-41.841","-13.643"
"BA","2919553","Luís Eduardo Magalhães","81729","1","0","81730","-45.805","-12.092"
"BA","2919603","Macajuba","11878","0","0","11878","-40.36","-12.136"
"BA","2919702","Macarani","18954","0","0","18954","-40.423","-15.568"
"BA","2919801","Macaúbas","50637","0","0","50637","-42.699","-13.019"
"BA","2919900","Macururé","8288","0","0","8288","-39.058","-9.168"
"BA","2919926","Madre de Deus","20689","0","0","20689","-38.621","-12.741"
"BA","2919959","Maetinga","4796","0","0","4796","-41.492","-14.663"
"BA","2920007","Maiquinique","10183","0","0","10183","-40.266","-15.621"
"BA","2920106","Mairi","19736","0","0","19736","-40.149","-11.711"
"BA","2920205","Malhada","17491","0","0","17491","-43.774","-14.336"
"BA","2920304","Malhada de Pedras","8875","0","0","8875","-41.879","-14.388"
"BA","2920403","Manoel Vitorino","14364","0","0","14364","-40.243","-14.145"
"BA","2920452","Mansidão","13864","0","0","13864","-44.034","-10.716"
"BA","2920502","Maracás","23373","0","0","23373","-40.431","-13.441"
"BA","2920601","Maragogipe","46106","0","0","46106","-38.919","-12.778"
"BA","2920700","Maraú","21246","0","0","21246","-39.015","-14.103"
"BA","2920809","Marcionílio Souza","10941","0","0","10941","-40.531","-13.003"
"BA","2920908","Mascote","14800","0","0","14800","-39.303","-15.563"
"BA","2921005","Mata de São João","46392","0","0","46392","-38.299","-12.53"
"BA","2921054","Matina","12404","0","0","12404","-42.849","-13.909"
"BA","2921104","Medeiros Neto","23534","1","0","23535","-40.221","-17.374"
"BA","2921203","Miguel Calmon","27600","0","0","27600","-40.595","-11.429"
"BA","2921302","Milagres","11621","0","0","11621","-39.859","-12.87"
"BA","2921401","Mirangaba","18588","0","0","18588","-40.576","-10.954"
"BA","2921450","Mirante","9735","0","0","9735","-40.773","-14.242"
"BA","2921500","Monte Santo","52015","0","0","52015","-39.333","-10.438"
"BA","2921609","Morpará","8958","0","0","8958","-43.281","-11.559"
"BA","2921708","Morro do Chapéu","36789","0","0","36789","-41.156","-11.55"
"BA","2921807","Mortugaba","12505","0","0","12505","-42.368","-15.023"
"BA","2921906","Mucugê","10096","0","0","10096","-41.371","-13.005"
"BA","2922003","Mucuri","41587","0","0","41587","-39.551","-18.086"
"BA","2922052","Mulungu do Morro","12159","0","0","12159","-41.639","-11.966"
"BA","2922102","Mundo Novo","27165","0","0","27165","-40.472","-11.859"
"BA","2922201","Muniz Ferreira","7650","0","0","7650","-39.11","-13.003"
"BA","2922250","Muquém de São Francisco","11571","0","0","11571","-43.549","-12.065"
"BA","2922300","Muritiba","30585","0","0","30585","-38.99","-12.626"
"BA","2922409","Mutuípe","22917","0","0","22917","-39.505","-13.229"
"BA","2922508","Nazaré","29450","0","0","29450","-39.014","-13.035"
"BA","2922607","Nilo Peçanha","14279","0","0","14279","-39.107","-13.599"
"BA","2922656","Nordestina","13552","0","0","13552","-39.428","-10.823"
"BA","2922706","Nova Canaã","17113","0","0","17113","-40.142","-14.794"
"BA","2922730","Nova Fátima","8101","0","0","8101","-39.631","-11.606"
"BA","2922755","Nova Ibiá","7010","0","0","7010","-39.626","-13.81"
"BA","2922805","Nova Itarana","8372","0","0","8372","-40.069","-13.027"
"BA","2922854","Nova Redenção","9485","0","0","9485","-41.071","-12.819"
"BA","2922904","Nova Soure","25930","1","0","25931","-38.483","-11.233"
"BA","2923001","Nova Viçosa","43648","0","0","43648","-39.372","-17.892"
"BA","2923035","Novo Horizonte","12381","0","0","12381","-42.168","-12.808"
"BA","2923050","Novo Triunfo","16016","0","0","16016","-38.406","-10.317"
"BA","2923100","Olindina","26907","0","0","26907","-38.333","-11.367"
"BA","2923209","Oliveira dos Brejinhos","22789","0","0","22789","-42.896","-12.317"
"BA","2923308","Ouriçangas","8895","0","0","8895","-38.617","-12.017"
"BA","2923357","Ourolândia","17954","0","0","17954","-41.083","-10.97"
"BA","2923407","Palmas de Monte Alto","22487","0","0","22487","-43.162","-14.267"
"BA","2923506","Palmeiras","9190","1","0","9191","-41.559","-12.529"
"BA","2923605","Paramirim","22184","0","0","22184","-42.239","-13.443"
"BA","2923704","Paratinga","32807","0","0","32807","-43.184","-12.691"
"BA","2923803","Paripiranga","29980","0","0","29980","-37.862","-10.688"
"BA","2923902","Pau Brasil","10784","0","0","10784","-39.651","-15.464"
"BA","2924009","Paulo Afonso","119930","0","0","119930","-38.222","-9.408"
"BA","2924058","Pé de Serra","14229","0","0","14229","-39.613","-11.834"
"BA","2924108","Pedrão","7486","0","0","7486","-38.65","-12.15"
"BA","2924207","Pedro Alexandre","18173","0","0","18173","-37.894","-10.014"
"BA","2924306","Piatã","18366","0","0","18366","-41.773","-13.152"
"BA","2924405","Pilão Arcado","35590","0","0","35590","-42.504","-10.003"
"BA","2924504","Pindaí","16849","0","0","16849","-42.687","-14.493"
"BA","2924603","Pindobaçu","21191","0","0","21191","-40.363","-10.743"
"BA","2924652","Pintadas","11036","0","0","11036","-39.909","-11.813"
"BA","2924678","Piraí do Norte","10386","0","0","10386","-39.379","-13.762"
"BA","2924702","Piripá","12034","1","0","12035","-41.72","-14.94"
"BA","2924801","Piritiba","25002","0","0","25002","-40.555","-11.73"
"BA","2924900","Planaltino","9529","0","0","9529","-40.369","-13.259"
"BA","2925006","Planalto","26743","0","0","26743","-40.471","-14.67"
"BA","2925105","Poções","48798","0","0","48798","-40.365","-14.53"
"BA","2925204","Pojuca","37992","1","0","37993","-38.328","-12.431"
"BA","2925253","Ponto Novo","15892","0","0","15892","-40.134","-10.862"
"BA","2925303","Porto Seguro","147433","11","0","147444","-39.065","-16.45"
"BA","2925402","Potiraguá","8694","0","0","8694","-39.877","-15.595"
"BA","2925501","Prado","29269","4","0","29273","-39.221","-17.341"
"BA","2925600","Presidente Dutra","15699","0","0","15699","-41.987","-11.296"
"BA","2925709","Presidente Jânio Quadros","13456","0","0","13456","-41.678","-14.689"
"BA","2925758","Presidente Tancredo Neves","27803","0","0","27803","-39.42","-13.449"
"BA","2925808","Queimadas","26525","0","0","26525","-39.624","-10.978"
"BA","2925907","Quijingue","28556","0","0","28556","-39.21","-10.753"
"BA","2925931","Quixabeira","9414","0","0","9414","-40.128","-11.412"
"BA","2925956","Rafael Jambeiro","23525","0","0","23525","-39.501","-12.408"
"BA","2926004","Remanso","42481","0","0","42481","-42.081","-9.622"
"BA","2926103","Retirolândia","14627","0","0","14627","-39.426","-11.495"
"BA","2926202","Riachão das Neves","23290","0","0","23290","-44.91","-11.746"
"BA","2926301","Riachão do Jacuípe","34715","0","0","34715","-39.382","-11.81"
"BA","2926400","Riacho de Santana","36246","0","0","36246","-42.939","-13.609"
"BA","2926509","Ribeira do Amparo","15308","0","0","15308","-38.433","-11.047"
"BA","2926608","Ribeira do Pombal","54773","0","0","54773","-38.536","-10.834"
"BA","2926657","Ribeirão do Largo","7835","0","0","7835","-40.739","-15.459"
"BA","2926707","Rio de Contas","13581","0","0","13581","-41.811","-13.579"
"BA","2926806","Rio do Antônio","15720","0","0","15720","-42.076","-14.411"
"BA","2926905","Rio do Pires","12108","1","0","12109","-42.292","-13.128"
"BA","2927002","Rio Real","41085","0","0","41085","-37.933","-11.485"
"BA","2927101","Rodelas","9297","0","0","9297","-38.756","-8.851"
"BA","2927200","Ruy Barbosa","31933","0","0","31933","-40.494","-12.284"
"BA","2927309","Salinas da Margarida","15585","0","0","15585","-38.764","-12.871"
"BA","2927408","Salvador","2937665","427","0","2938092","-38.511","-12.971"
"BA","2927507","Santa Bárbara","21310","0","0","21310","-38.975","-11.958"
"BA","2927606","Santa Brígida","15091","0","0","15091","-38.126","-9.736"
"BA","2927705","Santa Cruz Cabrália","28388","6","0","28394","-39.025","-16.278"
"BA","2927804","Santa Cruz da Vitória","6723","0","0","6723","-39.812","-14.961"
"BA","2927903","Santa Inês","11169","0","0","11169","-39.819","-13.292"
"BA","2928000","Santaluz","38219","0","0","38219","-39.375","-11.256"
"BA","2928059","Santa Luzia","13507","1","0","13508","-39.334","-15.429"
"BA","2928109","Santa Maria da Vitória","41781","1","0","41782","-44.198","-13.398"
"BA","2928208","Santana","27381","0","0","27381","-44.051","-12.983"
"BA","2928307","Santanópolis","9232","0","0","9232","-38.867","-12.017"
"BA","2928406","Santa Rita de Cássia","28988","0","0","28988","-44.519","-11.009"
"BA","2928505","Santa Teresinha","10618","1","0","10619","-39.523","-12.772"
"BA","2928604","Santo Amaro","61836","0","0","61836","-38.712","-12.547"
"BA","2928703","Santo Antônio de Jesus","102469","0","0","102469","-39.261","-12.969"
"BA","2928802","Santo Estêvão","53473","0","0","53473","-39.251","-12.43"
"BA","2928901","São Desidério","33168","0","0","33168","-44.973","-12.363"
"BA","2928950","São Domingos","9380","1","0","9381","-39.542","-11.503"
"BA","2929008","São Félix","15272","0","0","15272","-38.972","-12.605"
"BA","2929057","São Félix do Coribe","15738","0","0","15738","-44.195","-13.402"
"BA","2929107","São Felipe","21935","0","0","21935","-39.089","-12.847"
"BA","2929206","São Francisco do Conde","39789","1","0","39790","-38.68","-12.628"
"BA","2929255","São Gabriel","19594","0","0","19594","-41.912","-11.229"
"BA","2929305","São Gonçalo dos Campos","37634","0","0","37634","-38.967","-12.433"
"BA","2929354","São José da Vitória","6081","0","0","6081","-39.339","-15.084"
"BA","2929370","São José do Jacuípe","10735","0","0","10735","-39.867","-11.412"
"BA","2929404","São Miguel das Matas","12051","0","0","12051","-39.456","-13.048"
"BA","2929503","São Sebastião do Passé","45660","0","0","45660","-38.495","-12.513"
"BA","2929602","Sapeaçu","18083","0","0","18083","-39.182","-12.728"
"BA","2929701","Sátiro Dias","20376","0","0","20376","-38.6","-11.6"
"BA","2929750","Saubara","12311","0","0","12311","-38.769","-12.738"
"BA","2929800","Saúde","13343","0","0","13343","-40.418","-10.941"
"BA","2929909","Seabra","45395","0","0","45395","-41.77","-12.419"
"BA","2930006","Sebastião Laranjeiras","11615","0","0","11615","-42.94","-14.573"
"BA","2930105","Senhor do Bonfim","80769","0","0","80769","-40.191","-10.463"
"BA","2930154","Serra do Ramalho","32999","1","0","33000","-43.598","-13.572"
"BA","2930204","Sento Sé","41576","0","0","41576","-41.885","-9.746"
"BA","2930303","Serra Dourada","18352","0","0","18352","-43.95","-12.761"
"BA","2930402","Serra Preta","16171","0","0","16171","-39.332","-12.16"
"BA","2930501","Serrinha","82617","4","0","82621","-39.008","-11.664"
"BA","2930600","Serrolândia","13774","0","0","13774","-40.302","-11.416"
"BA","2930709","Simões Filho","134671","3","0","134674","-38.404","-12.784"
"BA","2930758","Sítio do Mato","13381","0","0","13381","-43.465","-13.085"
"BA","2930766","Sítio do Quinto","11517","0","0","11517","-38.217","-10.35"
"BA","2930774","Sobradinho","23650","0","0","23650","-40.823","-9.455"
"BA","2930808","Souto Soares","17419","0","0","17419","-41.638","-12.089"
"BA","2930907","Tabocas do Brejo Velho","13043","0","0","13043","-44.007","-12.706"
"BA","2931004","Tanhaçu","21299","0","0","21299","-41.248","-14.021"
"BA","2931053","Tanque Novo","17797","0","0","17797","-42.491","-13.546"
"BA","2931103","Tanquinho","8214","0","0","8214","-39.104","-11.979"
"BA","2931202","Taperoá","21282","0","0","21282","-39.099","-13.538"
"BA","2931301","Tapiramutá","17855","0","0","17855","-40.791","-11.847"
"BA","2931350","Teixeira de Freitas","159808","5","0","159813","-39.742","-17.535"
"BA","2931400","Teodoro Sampaio","7984","0","0","7984","-38.643","-12.303"
"BA","2931509","Teofilândia","23319","0","0","23319","-38.998","-11.489"
"BA","2931608","Teolândia","15269","0","0","15269","-39.491","-13.602"
"BA","2931707","Terra Nova","13527","0","0","13527","-38.625","-12.392"
"BA","2931806","Tremedal","17854","0","0","17854","-41.411","-14.976"
"BA","2931905","Tucano","52381","0","0","52381","-38.787","-10.963"
"BA","2932002","Uauá","25853","0","0","25853","-39.482","-9.842"
"BA","2932101","Ubaíra","20793","0","0","20793","-39.663","-13.268"
"BA","2932200","Ubaitaba","20646","0","0","20646","-39.323","-14.313"
"BA","2932309","Ubatã","27293","4","0","27297","-39.523","-14.214"
"BA","2932408","Uibaí","14454","0","0","14454","-42.133","-11.337"
"BA","2932457","Umburanas","19343","0","0","19343","-41.326","-10.733"
"BA","2932507","Una","21705","1","0","21706","-39.075","-15.293"
"BA","2932606","Urandi","17329","0","0","17329","-42.655","-14.771"
"BA","2932705","Uruçuca","21766","12","0","21778","-39.284","-14.593"
"BA","2932804","Utinga","19687","1","0","19688","-41.094","-12.082"
"BA","2932903","Valença","98053","0","0","98053","-39.073","-13.37"
"BA","2933000","Valente","28426","0","0","28426","-39.462","-11.412"
"BA","2933059","Várzea da Roça","14632","0","0","14632","-40.137","-11.607"
"BA","2933109","Várzea do Poço","9404","0","0","9404","-40.32","-11.529"
"BA","2933158","Várzea Nova","13500","0","0","13500","-40.942","-11.259"
"BA","2933174","Varzedo","9409","0","0","9409","-39.394","-12.971"
"BA","2933208","Vera Cruz","43161","1","0","43162","-38.609","-12.96"
"BA","2933257","Vereda","6657","0","0","6657","-40.09","-17.223"
"BA","2933307","Vitória da Conquista","346050","19","0","346069","-40.839","-14.866"
"BA","2933406","Wagner","9743","0","0","9743","-41.168","-12.287"
"BA","2933455","Wanderley","12971","0","0","12971","-43.888","-12.12"
"BA","2933505","Wenceslau Guimarães","22445","0","0","22445","-39.479","-13.687"
"BA","2933604","Xique-Xique","48274","0","0","48274","-42.731","-10.822"
"CE","2300101","Abaiara","11483","0","0","11483","-39.046","-7.359"
"CE","2300150","Acarape","16418","0","0","16418","-38.708","-4.224"
"CE","2300200","Acaraú","61715","0","0","61715","-40.12","-2.886"
