"UF","id","Name","Ps","Pi","Pr","Pt","Lon","Lat"
"PI","2209807","São Gonçalo do Piauí","4918","0","0","4918","-42.703","-5.993"
"PI","2209856","São João da Canabrava","4529","0","0","4529","-41.343","-6.817"
"PI","2209872","São João da Fronteira","5919","0","0","5919","-41.258","-3.956"
"PI","2209906","São João da Serra","6064","0","0","6064","-41.899","-5.514"
"PI","2209955","São João da Varjota","4755","0","0","4755","-41.89","-6.942"
"PI","2209971","São João do Arraial","7804","0","0","7804","-42.446","-3.819"
"PI","2210003","São João do Piauí","20206","0","0","20206","-42.247","-8.358"
"PI","2210052","São José do Divino","5250","3","0","5253","-41.833","-3.811"
"PI","2210102","São José do Peixe","3692","0","0","3692","-42.564","-7.494"
"PI","2210201","São José do Piauí","6606","0","0","6606","-41.475","-6.872"
"PI","2210300","São Julião","6253","0","0","6253","-40.826","-7.085"
"PI","2210359","São Lourenço do Piauí","4497","0","0","4497","-42.545","-9.169"
"PI","2210375","São Luis do Piauí","2597","0","0","2597","-41.324","-6.825"
"PI","2210383","São Miguel da Baixa Grande","2412","0","0","2412","-42.186","-5.864"
"PI","2210391","São Miguel do Fidalgo","2992","0","0","2992","-42.37","-7.586"
"PI","2210409","São Miguel do Tapuio","17604","0","0","17604","-41.323","-5.504"
"PI","2210508","São Pedro do Piauí","14027","0","0","14027","-42.719","-5.929"
"PI","2210607","São Raimundo Nonato","33966","0","0","33966","-42.699","-9.015"
"PI","2210623","Sebastião Barros","3437","0","0","3437","-44.834","-10.817"
"PI","2210631","Sebastião Leal","4217","0","0","4217","-44.064","-7.566"
"PI","2210656","Sigefredo Pacheco","9865","0","0","9865","-41.732","-4.918"
"PI","2210706","Simões","14384","0","0","14384","-40.818","-7.599"
"PI","2210805","Simplício Mendes","12458","0","0","12458","-41.91","-7.854"
"PI","2210904","Socorro do Piauí","4506","0","0","4506","-42.491","-7.866"
"PI","2210938","Sussuapara","6581","0","0","6581","-41.384","-7.043"
"PI","2210953","Tamboril do Piauí","2861","0","0","2861","-42.914","-8.4"
"PI","2210979","Tanque do Piauí","2712","0","0","2712","-42.282","-6.6"
"PI","2211001","Teresina","847383","47","0","847430","-42.802","-5.089"
"PI","2211100","União","43689","0","0","43689","-42.864","-4.586"
"PI","2211209","Uruçuí","21105","0","0","21105","-44.556","-7.229"
"PI","2211308","Valença do Piauí","20579","0","0","20579","-41.746","-6.408"
"PI","2211357","Várzea Branca","4881","0","0","4881","-42.964","-9.239"
"PI","2211407","Várzea Grande","4329","0","0","4329","-42.246","-6.545"
"PI","2211506","Vera Mendes","3028","0","0","3028","-41.483","-7.603"
"PI","2211605","Vila Nova do Piauí","2947","0","0","2947","-40.94","-7.136"
"PI","2211704","Wall Ferraz","4383","0","0","4383","-41.91","-7.233"
"PR","4100103","Abatiá","7795","0","0","7795","-50.313","-23.304"
"PR","4100202","Adrianópolis","6293","0","0","6293","-48.991","-24.657"
"PR","4100301","Agudos do Sul","9073","0","0","9073","-49.335","-25.993"
"PR","4100400","Almirante Tamandaré","114123","6","0","114129","-49.31","-25.325"
"PR","4100459","Altamira do Paraná","3143","0","0","3143","-52.713","-24.798"
"PR","4100509","Altônia","21867","0","0","21867","-53.902","-23.874"
"PR","4100608","Alto Paraná","14606","0","0","14606","-52.319","-23.129"
"PR","4100707","Alto Piquiri","10253","0","0","10253","-53.441","-24.028"
"PR","4100806","Alvorada do Sul","11148","0","0","11148","-51.231","-22.78"
"PR","4100905","Amaporã","6019","0","0","6019","-52.788","-23.096"
"PR","4101002","Ampére","18740","0","0","18740","-53.473","-25.915"
"PR","4101051","Anahy","2908","0","0","2908","-53.135","-24.644"
"PR","4101101","Andirá","20822","0","0","20822","-50.229","-23.051"
"PR","4101150","Ângulo","2969","0","0","2969","-51.915","-23.195"
"PR","4101200","Antonina","19418","0","0","19418","-48.712","-25.429"
"PR","4101309","Antônio Olinto","7582","0","0","7582","-50.197","-25.986"
"PR","4101408","Apucarana","131565","6","0","131571","-51.461","-23.551"
"PR","4101507","Arapongas","116951","9","0","116960","-51.424","-23.419"
"PR","4101606","Arapoti","27728","0","0","27728","-49.827","-24.158"
"PR","4101655","Arapuã","3384","0","0","3384","-51.787","-24.316"
"PR","4101705","Araruna","14048","8","0","14056","-52.496","-23.932"
"PR","4101804","Araucária","135455","4","0","135459","-49.41","-25.593"
"PR","4101853","Ariranha do Ivaí","2330","0","0","2330","-51.585","-24.386"
"PR","4101903","Assaí","16104","0","0","16104","-50.841","-23.373"
"PR","4102000","Assis Chateaubriand","34039","7","0","34046","-53.521","-24.42"
"PR","4102109","Astorga","26087","0","0","26087","-51.666","-23.233"
"PR","4102208","Atalaia","4002","0","0","4002","-52.054","-23.151"
"PR","4102307","Balsa Nova","12466","5","0","12471","-49.636","-25.584"
"PR","4102406","Bandeirantes","32559","3","0","32562","-50.368","-23.11"
"PR","4102505","Barbosa Ferraz","12393","0","0","12393","-52.012","-24.03"
"PR","4102604","Barracão","10273","0","0","10273","-53.633","-26.254"
"PR","4102703","Barra do Jacaré","2825","0","0","2825","-50.181","-23.115"
"PR","4102752","Bela Vista da Caroba","3811","0","0","3811","-53.665","-25.881"
"PR","4102802","Bela Vista do Paraíso","15634","0","0","15634","-51.191","-22.997"
"PR","4102901","Bituruna","16511","0","0","16511","-51.553","-26.161"
"PR","4103008","Boa Esperança","4438","0","0","4438","-52.789","-24.242"
"PR","4103024","Boa Esperança do Iguaçu","2694","0","0","2694","-53.212","-25.636"
"PR","4103040","Boa Ventura de São Roque","6674","0","0","6674","-51.628","-24.869"
"PR","4103057","Boa Vista da Aparecida","7939","0","0","7939","-53.408","-25.436"
"PR","4103107","Bocaiúva do Sul","12320","0","0","12320","-49.115","-25.206"
"PR","4103156","Bom Jesus do Sul","3755","0","0","3755","-53.597","-26.193"
"PR","4103206","Bom Sucesso","6982","0","0","6982","-51.764","-23.71"
"PR","4103222","Bom Sucesso do Sul","3361","0","0","3361","-52.834","-26.076"
"PR","4103305","Borrazópolis","7387","0","0","7387","-51.588","-23.941"
"PR","4103354","Braganey","5714","0","0","5714","-53.122","-24.816"
"PR","4103370","Brasilândia do Sul","2990","0","0","2990","-53.525","-24.197"
"PR","4103404","Cafeara","2892","0","0","2892","-51.716","-22.793"
"PR","4103453","Cafelândia","16896","0","0","16896","-53.32","-24.618"
"PR","4103479","Cafezal do Sul","4266","0","0","4266","-53.513","-23.902"
"PR","4103503","Califórnia","8545","0","0","8545","-51.355","-23.65"
"PR","4103602","Cambará","25287","0","0","25287","-50.074","-23.046"
"PR","4103701","Cambé","104588","4","0","104592","-51.278","-23.276"
"PR","4103800","Cambira","7759","0","0","7759","-51.578","-23.583"
"PR","4103909","Campina da Lagoa","15143","1","0","15144","-52.799","-24.592"
"PR","4103958","Campina do Simão","4079","0","0","4079","-51.827","-25.079"
"PR","4104006","Campina Grande do Sul","42184","3","0","42187","-49.055","-25.306"
"PR","4104055","Campo Bonito","4210","0","0","4210","-52.993","-25.031"
"PR","4104105","Campo do Tenente","7762","0","0","7762","-49.683","-25.978"
"PR","4104204","Campo Largo","125707","12","0","125719","-49.528","-25.459"
"PR","4104253","Campo Magro","27883","1","0","27884","-49.451","-25.369"
"PR","4104303","Campo Mourão","93526","21","0","93547","-52.383","-24.046"
"PR","4104402","Cândido de Abreu","16198","0","0","16198","-51.333","-24.567"
"PR","4104428","Candói","15901","0","0","15901","-52.126","-25.663"
"PR","4104451","Cantagalo","13478","0","0","13478","-52.126","-25.374"
"PR","4104501","Capanema","19320","0","0","19320","-53.809","-25.672"
"PR","4104600","Capitão Leônidas Marques","15788","0","0","15788","-53.614","-25.479"
"PR","4104659","Carambeí","21939","0","0","21939","-50.097","-24.918"
"PR","4104709","Carlópolis","14384","0","0","14384","-49.721","-23.425"
"PR","4104808","Cascavel","316166","60","0","316226","-53.455","-24.956"
"PR","4104907","Castro","71157","2","0","71159","-50.012","-24.791"
"PR","4105003","Catanduvas","10455","0","0","10455","-53.157","-25.203"
"PR","4105102","Centenário do Sul","11279","0","0","11279","-51.595","-22.821"
"PR","4105201","Cerro Azul","17821","0","0","17821","-49.261","-24.824"
"PR","4105300","Céu Azul","11707","0","0","11707","-53.849","-25.147"
"PR","4105409","Chopinzinho","19950","1","0","19951","-52.523","-25.856"
"PR","4105508","Cianorte","78539","14","0","78553","-52.605","-23.663"
"PR","4105607","Cidade Gaúcha","12199","0","0","12199","-52.945","-23.38"
"PR","4105706","Clevelândia","17311","0","0","17311","-52.471","-26.396"
"PR","4105805","Colombo","234933","8","0","234941","-49.224","-25.292"
"PR","4105904","Colorado","23811","0","0","23811","-51.973","-22.838"
"PR","4106001","Congonhinhas","8779","0","0","8779","-50.554","-23.551"
"PR","4106100","Conselheiro Mairinck","3849","0","0","3849","-50.169","-23.63"
"PR","4106209","Contenda","17744","1","0","17745","-49.535","-25.676"
"PR","4106308","Corbélia","17135","0","0","17135","-53.307","-24.799"
"PR","4106407","Cornélio Procópio","48614","1","0","48615","-50.647","-23.181"
"PR","4106456","Coronel Domingos Soares","7607","0","0","7607","-52.032","-26.228"
"PR","4106506","Coronel Vivida","21755","0","0","21755","-52.568","-25.98"
"PR","4106555","Corumbataí do Sul","3682","0","0","3682","-52.12","-24.101"
"PR","4106571","Cruzeiro do Iguaçu","4373","0","0","4373","-53.128","-25.616"
"PR","4106605","Cruzeiro do Oeste","21197","0","0","21197","-53.073","-23.785"
"PR","4106704","Cruzeiro do Sul","4628","0","0","4628","-52.161","-22.962"
"PR","4106803","Cruz Machado","18858","0","0","18858","-51.347","-26.017"
"PR","4106852","Cruzmaltina","3128","0","0","3128","-51.459","-24.013"
"PR","4106902","Curitiba","1893695","302","0","1893997","-49.273","-25.428"
"PR","4107009","Curiúva","14911","0","0","14911","-50.458","-24.033"
"PR","4107108","Diamante do Norte","5425","0","0","5425","-52.86","-22.656"
"PR","4107124","Diamante do Sul","3562","0","0","3562","-52.68","-25.043"
"PR","4107157","Diamante D'Oeste","5277","0","0","5277","-54.103","-24.943"
"PR","4107207","Dois Vizinhos","39500","0","0","39500","-53.057","-25.734"
"PR","4107256","Douradina","8335","0","0","8335","-53.292","-23.381"
"PR","4107306","Doutor Camargo","6058","0","0","6058","-52.218","-23.556"
"PR","4107405","Enéas Marques","6182","0","0","6182","-53.164","-25.942"
"PR","4107504","Engenheiro Beltrão","14311","0","0","14311","-52.269","-23.797"
"PR","4107520","Esperança Nova","1875","0","0","1875","-53.811","-23.724"
"PR","4107538","Entre Rios do Oeste","4357","0","0","4357","-54.234","-24.704"
"PR","4107546","Espigão Alto do Iguaçu","4494","0","0","4494","-52.836","-25.424"
"PR","4107553","Farol","3355","0","0","3355","-52.623","-24.1"
"PR","4107603","Faxinal","17232","1","0","17233","-51.32","-24.001"
"PR","4107652","Fazenda Rio Grande","93723","7","0","93730","-49.308","-25.658"
"PR","4107702","Fênix","4903","0","0","4903","-51.979","-23.916"
"PR","4107736","Fernandes Pinheiro","5929","0","0","5929","-50.548","-25.413"
"PR","4107751","Figueira","8222","0","0","8222","-50.403","-23.849"
"PR","4107801","Floraí","5114","0","0","5114","-52.304","-23.317"
"PR","4107850","Flor da Serra do Sul","4792","0","0","4792","-53.307","-26.257"
"PR","4107900","Floresta","6535","0","0","6535","-52.081","-23.599"
"PR","4108007","Florestópolis","11145","0","0","11145","-51.387","-22.863"
"PR","4108106","Flórida","2685","0","0","2685","-51.954","-23.087"
"PR","4108205","Formosa do Oeste","7214","0","0","7214","-53.313","-24.293"
"PR","4108304","Foz do Iguaçu","263884","31","0","263915","-54.588","-25.548"
"PR","4108320","Francisco Alves","6382","0","0","6382","-53.848","-24.066"
"PR","4108403","Francisco Beltrão","87490","1","0","87491","-53.055","-26.081"
"PR","4108452","Foz do Jordão","5144","0","0","5144","-52.119","-25.737"
"PR","4108502","General Carneiro","14038","0","0","14038","-51.316","-26.428"
"PR","4108551","Godoy Moreira","3211","0","0","3211","-51.924","-24.177"
"PR","4108601","Goioerê","29680","3","0","29683","-53.028","-24.185"
"PR","4108650","Goioxim","7482","0","0","7482","-51.993","-25.195"
"PR","4108700","Grandes Rios","6251","0","0","6251","-51.506","-24.146"
"PR","4108809","Guaíra","32781","3","0","32784","-54.256","-24.08"
"PR","4108908","Guairaçá","6562","0","0","6562","-52.686","-22.934"
"PR","4108957","Guamiranga","8552","0","0","8552","-50.805","-25.191"
"PR","4109005","Guapirama","3942","0","0","3942","-50.04","-23.516"
"PR","4109104","Guaporema","2291","0","0","2291","-52.779","-23.343"
"PR","4109203","Guaraci","5463","0","0","5463","-51.65","-22.973"
"PR","4109302","Guaraniaçu","13813","4","0","13817","-52.878","-25.101"
"PR","4109401","Guarapuava","179255","1","0","179256","-51.458","-25.395"
"PR","4109500","Guaraqueçaba","7944","0","0","7944","-48.329","-25.307"
"PR","4109609","Guaratuba","35588","0","0","35588","-48.575","-25.883"
"PR","4109658","Honório Serpa","5705","0","0","5705","-52.387","-26.141"
"PR","4109708","Ibaiti","30887","1","0","30888","-50.188","-23.849"
"PR","4109757","Ibema","6363","11","0","6374","-53.012","-25.106"
"PR","4109807","Ibiporã","52848","0","0","52848","-51.048","-23.269"
"PR","4109906","Icaraíma","8561","0","0","8561","-53.614","-23.396"
"PR","4110003","Iguaraçu","4309","0","0","4309","-51.828","-23.197"
"PR","4110052","Iguatu","2303","0","0","2303","-53.084","-24.717"
"PR","4110078","Imbaú","12550","0","0","12550","-50.761","-24.445"
"PR","4110102","Imbituva","31391","0","0","31391","-50.604","-25.23"
"PR","4110201","Inácio Martins","11319","0","0","11319","-51.079","-25.571"
"PR","4110300","Inajá","3128","0","0","3128","-52.198","-22.749"
"PR","4110409","Indianópolis","4493","0","0","4493","-52.696","-23.476"
"PR","4110508","Ipiranga","15059","0","0","15059","-50.584","-25.024"
"PR","4110607","Iporã","14794","0","0","14794","-53.704","-24.003"
"PR","4110656","Iracema do Oeste","2487","0","0","2487","-53.355","-24.428"
"PR","4110706","Irati","60070","0","0","60070","-50.651","-25.467"
"PR","4110805","Iretama","10647","1","0","10648","-52.106","-24.424"
"PR","4110904","Itaguajé","4629","0","0","4629","-51.966","-22.618"
"PR","4110953","Itaipulândia","10413","0","0","10413","-54.302","-25.137"
"PR","4111001","Itambaracá","6835","0","0","6835","-50.406","-23.018"
"PR","4111100","Itambé","6201","0","0","6201","-51.99","-23.661"
"PR","4111209","Itapejara d'Oeste","11571","0","0","11571","-52.816","-25.965"
"PR","4111258","Itaperuçu","27131","0","0","27131","-49.348","-25.22"
"PR","4111308","Itaúna do Sul","3288","0","0","3288","-52.887","-22.731"
"PR","4111407","Ivaí","13714","0","0","13714","-50.859","-25.011"
"PR","4111506","Ivaiporã","32712","3","0","32715","-51.685","-24.248"
"PR","4111555","Ivaté","8067","0","0","8067","-53.369","-23.409"
"PR","4111605","Ivatuba","3220","0","0","3220","-52.221","-23.619"
"PR","4111704","Jaboti","5226","0","0","5226","-50.076","-23.743"
"PR","4111803","Jacarezinho","40253","0","0","40253","-49.969","-23.161"
"PR","4111902","Jaguapitã","13287","0","0","13287","-51.532","-23.113"
"PR","4112009","Jaguariaíva","34647","0","0","34647","-49.706","-24.251"
"PR","4112108","Jandaia do Sul","21273","0","0","21273","-51.643","-23.603"
"PR","4112207","Janiópolis","6005","0","0","6005","-52.782","-24.142"
"PR","4112306","Japira","5078","0","0","5078","-50.139","-23.813"
"PR","4112405","Japurá","9238","0","0","9238","-52.553","-23.47"
"PR","4112504","Jardim Alegre","12104","0","0","12104","-51.692","-24.179"
"PR","4112603","Jardim Olinda","1403","0","0","1403","-52.061","-22.549"
"PR","4112702","Jataizinho","12558","2","0","12560","-50.98","-23.254"
"PR","4112751","Jesuítas","8912","0","0","8912","-53.388","-24.385"
"PR","4112801","Joaquim Távora","11639","0","0","11639","-49.905","-23.499"
"PR","4112900","Jundiaí do Sul","3443","0","0","3443","-50.248","-23.437"
"PR","4112959","Juranda","7669","0","0","7669","-52.843","-24.42"
"PR","4113007","Jussara","6994","1","0","6995","-52.469","-23.621"
"PR","4113106","Kaloré","4402","0","0","4402","-51.668","-23.817"
"PR","4113205","Lapa","47812","2","0","47814","-49.716","-25.77"
"PR","4113254","Laranjal","6248","0","0","6248","-52.469","-24.887"
"PR","4113304","Laranjeiras do Sul","32228","0","0","32228","-52.416","-25.408"
"PR","4113403","Leópolis","4146","1","0","4147","-50.751","-23.08"
"PR","4113429","Lidianópolis","3717","0","0","3717","-51.653","-24.109"
"PR","4113452","Lindoeste","5129","0","0","5129","-53.576","-25.26"
"PR","4113502","Loanda","22754","0","0","22754","-53.137","-22.923"
"PR","4113601","Lobato","4721","0","0","4721","-51.951","-23.008"
"PR","4113700","Londrina","553318","75","0","553393","-51.163","-23.31"
"PR","4113734","Luiziana","7463","0","0","7463","-52.276","-24.286"
"PR","4113759","Lunardelli","5095","0","0","5095","-51.738","-24.079"
"PR","4113809","Lupionópolis","4885","0","0","4885","-51.657","-22.755"
"PR","4113908","Mallet","13611","0","0","13611","-50.821","-25.878"
"PR","4114005","Mamborê","13870","0","0","13870","-52.53","-24.319"
"PR","4114104","Mandaguaçu","21920","0","0","21920","-52.095","-23.347"
"PR","4114203","Mandaguari","34425","0","0","34425","-51.671","-23.548"
"PR","4114302","Mandirituba","25285","2","0","25287","-49.326","-25.779"
"PR","4114351","Manfrinópolis","2907","0","0","2907","-53.311","-26.144"
"PR","4114401","Mangueirinha","17301","0","0","17301","-52.176","-25.941"
"PR","4114500","Manoel Ribas","13683","1","0","13684","-51.668","-24.516"
"PR","4114609","Marechal Cândido Rondon","51304","2","0","51306","-54.057","-24.556"
"PR","4114708","Maria Helena","5957","0","0","5957","-53.205","-23.616"
"PR","4114807","Marialva","34675","0","0","34675","-51.792","-23.485"
"PR","4114906","Marilândia do Sul","9073","0","0","9073","-51.308","-23.745"
"PR","4115002","Marilena","7150","0","0","7150","-53.04","-22.736"
"PR","4115101","Mariluz","10548","0","0","10548","-53.146","-24.002"
"PR","4115200","Maringá","403033","30","0","403063","-51.939","-23.425"
"PR","4115309","Mariópolis","6610","2","0","6612","-52.559","-26.355"
"PR","4115358","Maripá","5784","0","0","5784","-53.83","-24.418"
"PR","4115408","Marmeleiro","14505","0","0","14505","-53.026","-26.149"
"PR","4115457","Marquinho","4826","0","0","4826","-52.254","-25.113"
"PR","4115507","Marumbi","4758","2","0","4760","-51.639","-23.706"
"PR","4115606","Matelândia","17491","0","0","17491","-53.996","-25.241"
"PR","4115705","Matinhos","33022","2","0","33024","-48.543","-25.818"
"PR","4115739","Mato Rico","3622","0","0","3622","-52.146","-24.705"
"PR","4115754","Mauá da Serra","9874","0","0","9874","-51.229","-23.901"
"PR","4115804","Medianeira","45235","4","0","45239","-54.094","-25.295"
"PR","4115853","Mercedes","5437","0","0","5437","-54.162","-24.454"
"PR","4115903","Mirador","2324","0","0","2324","-52.776","-23.258"
"PR","4116000","Miraselva","1880","0","0","1880","-51.455","-22.966"
"PR","4116059","Missal","10863","0","0","10863","-54.248","-25.092"
"PR","4116109","Moreira Sales","12664","0","0","12664","-53.007","-24.062"
"PR","4116208","Morretes","16488","0","0","16488","-48.834","-25.477"
"PR","4116307","Munhoz de Melo","3934","0","0","3934","-51.774","-23.148"
"PR","4116406","Nossa Senhora das Graças","4070","0","0","4070","-51.794","-22.914"
"PR","4116505","Nova Aliança do Ivaí","1527","0","0","1527","-52.602","-23.177"
"PR","4116604","Nova América da Colina","3549","0","0","3549","-50.718","-23.331"
"PR","4116703","Nova Aurora","11418","0","0","11418","-53.256","-24.529"
"PR","4116802","Nova Cantu","6471","0","0","6471","-52.569","-24.673"
"PR","4116901","Nova Esperança","27986","0","0","27986","-52.205","-23.184"
"PR","4116950","Nova Esperança do Sudoeste","5200","0","0","5200","-53.263","-25.907"
"PR","4117008","Nova Fátima","8357","0","0","8357","-50.564","-23.432"
"PR","4117057","Nova Laranjeiras","11947","0","0","11947","-52.541","-25.307"
"PR","4117107","Nova Londrina","13478","0","0","13478","-52.985","-22.766"
"PR","4117206","Nova Olímpia","5806","0","0","5806","-53.089","-23.472"
"PR","4117214","Nova Santa Bárbara","4190","0","0","4190","-50.724","-23.597"
"PR","4117222","Nova Santa Rosa","8140","0","0","8140","-53.953","-24.466"
"PR","4117255","Nova Prata do Iguaçu","10733","0","0","10733","-53.347","-25.633"
"PR","4117271","Nova Tebas","6644","0","0","6644","-51.945","-24.438"
"PR","4117297","Novo Itacolomi","2907","0","0","2907","-51.507","-23.764"
"PR","4117305","Ortigueira","23308","0","0","23308","-50.949","-24.208"
"PR","4117404","Ourizona","3491","0","0","3491","-52.199","-23.405"
"PR","4117453","Ouro Verde do Oeste","6000","0","0","6000","-53.903","-24.805"
"PR","4117503","Paiçandu","39728","0","0","39728","-52.049","-23.458"
"PR","4117602","Palmas","48338","1","0","48339","-51.991","-26.484"
"PR","4117701","Palmeira","33887","2","0","33889","-50.006","-25.429"
"PR","4117800","Palmital","14332","0","0","14332","-52.203","-24.893"
"PR","4117909","Palotina","31115","0","0","31115","-53.84","-24.284"
"PR","4118006","Paraíso do Norte","13180","0","0","13180","-52.602","-23.281"
"PR","4118105","Paranacity","11168","0","0","11168","-52.151","-22.93"
"PR","4118204","Paranaguá","151821","8","0","151829","-48.509","-25.52"
"PR","4118303","Paranapoema","3084","0","0","3084","-52.098","-22.634"
"PR","4118402","Paranavaí","87308","8","0","87316","-52.465","-23.073"
"PR","4118451","Pato Bragado","5369","0","0","5369","-54.225","-24.626"
"PR","4118501","Pato Branco","79864","5","0","79869","-52.671","-26.229"
"PR","4118600","Paula Freitas","5808","0","0","5808","-50.938","-26.208"
"PR","4118709","Paulo Frontin","7326","0","0","7326","-50.836","-26.04"
"PR","4118808","Peabiru","14169","2","0","14171","-52.343","-23.913"
"PR","4118857","Perobal","6029","0","0","6029","-53.41","-23.896"
"PR","4118907","Pérola","11020","0","0","11020","-53.684","-23.805"
"PR","4119004","Pérola d'Oeste","6710","0","0","6710","-53.74","-25.824"
"PR","4119103","Piên","12334","0","0","12334","-49.429","-26.098"
"PR","4119152","Pinhais","128243","13","0","128256","-49.193","-25.445"
"PR","4119202","Pinhalão","6433","0","0","6433","-50.056","-23.793"
"PR","4119251","Pinhal de São Bento","2749","0","0","2749","-53.483","-26.03"
"PR","4119301","Pinhão","32151","1","0","32152","-51.66","-25.696"
"PR","4119400","Piraí do Sul","25117","0","0","25117","-49.949","-24.526"
"PR","4119509","Piraquara","106129","3","0","106132","-49.063","-25.442"
"PR","4119608","Pitanga","32215","0","0","32215","-51.761","-24.757"
"PR","4119657","Pitangueiras","3107","0","0","3107","-51.586","-23.231"
"PR","4119707","Planaltina do Paraná","4290","0","0","4290","-52.914","-23.007"
"PR","4119806","Planalto","13907","0","0","13907","-53.766","-25.716"
"PR","4119905","Ponta Grossa","341124","6","0","341130","-50.162","-25.095"
"PR","4119954","Pontal do Paraná","24878","0","0","24878","-48.511","-25.674"
"PR","4120002","Porecatu","13863","0","0","13863","-51.379","-22.756"
"PR","4120101","Porto Amazonas","4809","0","0","4809","-49.89","-25.545"
"PR","4120150","Porto Barreiro","3527","0","0","3527","-52.408","-25.547"
"PR","4120200","Porto Rico","2610","0","0","2610","-53.267","-22.772"
"PR","4120309","Porto Vitória","4146","0","0","4146","-51.232","-26.161"
"PR","4120333","Prado Ferreira","3693","0","0","3693","-51.442","-23.039"
"PR","4120358","Pranchita","5517","0","0","5517","-53.74","-26.02"
"PR","4120408","Presidente Castelo Branco","5186","0","0","5186","-52.152","-23.278"
"PR","4120507","Primeiro de Maio","11263","2","0","11265","-51.028","-22.851"
"PR","4120606","Prudentópolis","51849","0","0","51849","-50.978","-25.213"
"PR","4120655","Quarto Centenário","4794","0","0","4794","-53.076","-24.279"
"PR","4120705","Quatiguá","7439","2","0","7441","-49.914","-23.567"
"PR","4120804","Quatro Barras","22352","1","0","22353","-49.077","-25.366"
"PR","4120853","Quatro Pontes","4014","0","0","4014","-53.977","-24.575"
"PR","4120903","Quedas do Iguaçu","33265","0","0","33265","-52.908","-25.45"
"PR","4121000","Querência do Norte","12284","0","0","12284","-53.484","-23.084"
"PR","4121109","Quinta do Sol","4941","0","0","4941","-52.13","-23.852"
"PR","4121208","Quitandinha","18576","2","0","18578","-49.498","-25.872"
"PR","4121257","Ramilândia","4410","0","0","4410","-54.025","-25.12"
"PR","4121307","Rancho Alegre","3977","0","0","3977","-50.913","-23.07"
"PR","4121356","Rancho Alegre D'Oeste","2816","0","0","2816","-52.954","-24.307"
"PR","4121406","Realeza","17068","0","0","17068","-53.527","-25.767"
"PR","4121505","Rebouças","14926","0","0","14926","-50.693","-25.621"
"PR","4121604","Renascença","6981","0","0","6981","-52.969","-26.158"
"PR","4121703","Reserva","26643","0","0","26643","-50.851","-24.65"
"PR","4121752","Reserva do Iguaçu","7872","0","0","7872","-52.028","-25.839"
"PR","4121802","Ribeirão Claro","10945","0","0","10945","-49.758","-23.194"
"PR","4121901","Ribeirão do Pinhal","13601","0","0","13601","-50.357","-23.408"
"PR","4122008","Rio Azul","15112","0","0","15112","-50.796","-25.733"
"PR","4122107","Rio Bom","3348","0","0","3348","-51.411","-23.762"
"PR","4122156","Rio Bonito do Iguaçu","13545","0","0","13545","-52.526","-25.491"
"PR","4122172","Rio Branco do Ivaí","4104","0","0","4104","-51.313","-24.324"
"PR","4122206","Rio Branco do Sul","32367","2","0","32369","-49.314","-25.19"
"PR","4122305","Rio Negro","33626","2","0","33628","-49.798","-26.106"
"PR","4122404","Rolândia","64026","2","0","64028","-51.369","-23.31"
"PR","4122503","Roncador","10921","0","0","10921","-52.275","-24.603"
"PR","4122602","Rondon","9535","0","0","9535","-52.761","-23.411"
"PR","4122651","Rosário do Ivaí","5298","0","0","5298","-51.275","-24.278"
"PR","4122701","Sabáudia","6644","0","0","6644","-51.553","-23.318"
"PR","4122800","Salgado Filho","4072","0","0","4072","-53.361","-26.17"
"PR","4122909","Salto do Itararé","5179","0","0","5179","-49.626","-23.601"
"PR","4123006","Salto do Lontra","14627","0","0","14627","-53.309","-25.784"
"PR","4123105","Santa Amélia","3643","0","0","3643","-50.424","-23.266"
"PR","4123204","Santa Cecília do Pavão","3570","0","0","3570","-50.784","-23.517"
"PR","4123303","Santa Cruz de Monte Castelo","8139","1","0","8140","-53.297","-22.953"
"PR","4123402","Santa Fé","11555","7","0","11562","-51.805","-23.038"
"PR","4123501","Santa Helena","25665","0","0","25665","-54.333","-24.86"
"PR","4123600","Santa Inês","1746","0","0","1746","-51.903","-22.638"
"PR","4123709","Santa Isabel do Ivaí","8877","0","0","8877","-53.197","-23.003"
"PR","4123808","Santa Izabel do Oeste","14289","0","0","14289","-53.484","-25.821"
"PR","4123824","Santa Lúcia","3965","0","0","3965","-53.566","-25.407"
"PR","4123857","Santa Maria do Oeste","10861","0","0","10861","-51.863","-24.939"
"PR","4123907","Santa Mariana","12369","0","0","12369","-50.519","-23.151"
"PR","4123956","Santa Mônica","3879","3","0","3882","-53.109","-23.108"
"PR","4124004","Santana do Itararé","5243","1","0","5244","-49.629","-23.755"
"PR","4124020","Santa Tereza do Oeste","10489","0","0","10489","-53.633","-25.052"
"PR","4124053","Santa Terezinha de Itaipu","22783","0","0","22783","-54.401","-25.447"
"PR","4124103","Santo Antônio da Platina","45562","0","0","45562","-50.077","-23.295"
"PR","4124202","Santo Antônio do Caiuá","2749","0","0","2749","-52.342","-22.735"
"PR","4124301","Santo Antônio do Paraíso","2307","0","0","2307","-50.646","-23.494"
"PR","4124400","Santo Antônio do Sudoeste","20059","0","0","20059","-53.723","-26.07"
"PR","4124509","Santo Inácio","5494","0","0","5494","-51.794","-22.698"
"PR","4124608","São Carlos do Ivaí","6797","0","0","6797","-52.476","-23.315"
