# S,I,R,Nw
925506,116,3093026,3093142
925498,106,3093045,3093150
925490,96,3093062,3093158
925484,88,3093077,3093164
925478,80,3093091,3093171
925472,73,3093104,3093176
925467,66,3093116,3093181
925462,60,3093126,3093186
925458,55,3093136,3093190
925454,50,3093145,3093194
925450,45,3093153,3093198
925447,41,3093160,3093201
925444,38,3093167,3093204
925442,34,3093173,3093206
925439,31,3093178,3093209
925437,28,3093183,3093211
925435,26,3093188,3093213
925433,23,3093192,3093215
925432,21,3093196,3093217
925430,19,3093199,3093218
925429,18,3093202,3093219
925427,16,3093205,3093221
925426,14,3093208,3093222
925425,13,3093210,3093223
925424,12,3093212,3093224
925423,11,3093214,3093225
925423,10,3093216,3093226
925422,9,3093218,3093226
925421,8,3093219,3093227
925421,7,3093221,3093228
925420,7,3093222,3093228
925420,6,3093223,3093229
925419,5,3093224,3093229
