# S,I,R,Nw
2047748,409826,14807367,15217193
2028838,364298,14871806,15236103
2012178,323690,14929074,15252763
1997493,287500,14979948,15267448
1984542,255272,15025127,15280399
1973115,226591,15065236,15291826
1963028,201080,15100834,15301913
1954121,178401,15132420,15310820
1946253,158248,15160441,15318688
1939301,140346,15185294,15325640
1933157,124450,15207335,15331784
1927725,110339,15226877,15337216
1922922,97816,15244203,15342018
1918675,86705,15259561,15346266
1914918,76849,15273174,15350023
1911595,68107,15285239,15353346
1908654,60356,15295932,15356287
1906052,53483,15305407,15358889
1903749,47389,15313803,15361192
1901711,41988,15321242,15363230
1899907,37201,15327833,15365033
1898311,32958,15333673,15366630
1896897,29198,15338846,15368044
1895646,25866,15343429,15369295
1894538,22914,15347489,15370403
1893557,20298,15351086,15371383
1892689,17980,15354272,15372252
1891920,15927,15357094,15373021
1891239,14108,15359594,15373702
1890636,12496,15361809,15374305
1890102,11069,15363770,15374838
1889630,9804,15365508,15375311
1889211,8684,15367047,15375730
1888840,7692,15368410,15376101
1888512,6813,15369617,15376429
1888221,6034,15370686,15376720
1887964,5344,15371633,15376977
1887736,4734,15372472,15377205
1887534,4192,15373215,15377407
1887355,3713,15373873,15377586
1887197,3289,15374456,15377744
1887056,2913,15374972,15377884
1886932,2580,15375430,15378009
1886822,2285,15375835,15378119
1886725,2024,15376193,15378216
1886638,1792,15376511,15378302
1886562,1587,15376792,15378379
1886494,1406,15377041,15378447
1886434,1245,15377262,15378506
1886381,1103,15377458,15378560
1886334,976,15377631,15378607
1886293,865,15377784,15378648
1886256,766,15377920,15378685
1886223,678,15378040,15378718
1886194,601,15378147,15378747
1886169,532,15378241,15378772
1886146,471,15378325,15378795
1886126,417,15378399,15378815
1886108,369,15378464,15378833
1886092,327,15378522,15378849
1886078,290,15378574,15378863
1886066,256,15378619,15378875
1886055,227,15378659,15378886
1886045,201,15378695,15378896
1886037,178,15378727,15378904
1886029,158,15378755,15378912
1886022,140,15378780,15378919
1886016,124,15378802,15378925
1886011,109,15378821,15378930
1886006,97,15378838,15378935
1886002,86,15378854,15378939
1885999,76,15378867,15378942
1885995,67,15378879,15378946
1885992,59,15378890,15378948
1885990,52,15378899,15378951
1885988,46,15378907,15378953
1885986,41,15378915,15378955
1885984,36,15378921,15378957
1885982,32,15378927,15378959
1885981,28,15378932,15378960
1885980,25,15378937,15378961
1885979,22,15378941,15378962
1885978,20,15378944,15378963
1885977,17,15378947,15378964
1885976,15,15378950,15378965
1885975,13,15378953,15378966
1885975,12,15378955,15378966
1885974,10,15378957,15378967
1885974,9,15378959,15378967
1885973,8,15378960,15378968
1885973,7,15378961,15378968
1885973,6,15378963,15378968
1885972,5,15378964,15378969
1885972,5,15378965,15378969
1885972,4,15378966,15378969
1885972,4,15378966,15378969
1885971,3,15378967,15378969
1885971,3,15378967,15378970
1885971,2,15378968,15378970
1885971,2,15378968,15378970
1885971,2,15378969,15378970
1885971,1,15378969,15378970
1885971,1,15378970,15378970
1885971,1,15378970,15378970
1885971,1,15378970,15378970
1885971,1,15378970,15378970
1885970,1,15378970,15378970
1885970,0,15378971,15378970
1885970,0,15378971,15378970
1885970,0,15378971,15378970
1885970,0,15378971,15378971
1885970,0,15378971,15378971
1885970,0,15378971,15378971
1885970,0,15378971,15378971
1885970,0,15378971,15378971
1885970,0,15378971,15378971
1885970,0,15378971,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
1885970,0,15378972,15378971
