# S,I,R,Nw
3359157,18186,7999894,8018072
3357666,16766,8002806,8019563
3356292,15456,8005489,8020937
3355026,14248,8007963,8022203
3353860,13134,8010244,8023370
3352785,12107,8012346,8024445
3351794,11159,8014284,8025435
3350881,10286,8016070,8026348
3350040,9481,8017717,8027190
3349265,8738,8019234,8027965
3348550,8054,8020633,8028679
3347892,7423,8021922,8029337
3347286,6841,8023110,8029944
3346727,6305,8024205,8030503
3346212,5811,8025215,8031018
3345737,5356,8026145,8031492
3345300,4936,8027002,8031930
3344897,4549,8027792,8032333
3344526,4192,8028520,8032704
3344183,3863,8029191,8033046
3343868,3560,8029809,8033361
3343577,3281,8030379,8033652
3343310,3023,8030904,8033920
3343063,2786,8031388,8034166
3342836,2568,8031834,8034394
3342626,2366,8032245,8034603
3342433,2180,8032624,8034796
3342255,2009,8032973,8034974
3342091,1852,8033295,8035138
3341940,1706,8033591,8035289
3341801,1572,8033864,8035428
3341673,1449,8034116,8035557
3341555,1335,8034348,8035675
3341446,1230,8034562,8035784
3341345,1134,8034759,8035884
3341253,1045,8034940,8035977
3341168,963,8035107,8036062
3341089,887,8035261,8036140
3341017,817,8035403,8036213
3340950,753,8035534,8036279
3340889,694,8035655,8036341
3340832,639,8035766,8036397
3340780,589,8035868,8036450
3340732,543,8035963,8036498
3340687,500,8036050,8036542
3340647,461,8036130,8036583
3340609,425,8036204,8036620
3340574,391,8036272,8036655
3340542,361,8036335,8036687
3340513,332,8036392,8036716
3340486,306,8036446,8036744
3340461,282,8036495,8036769
3340438,260,8036540,8036792
3340417,239,8036582,8036813
3340397,221,8036620,8036832
