# S,I,R,Nw
4087373,8564,13169005,13177563
4086763,7810,13170368,13178172
4086207,7122,13171612,13178728
4085700,6495,13172746,13179235
4085238,5923,13173780,13179697
4084817,5401,13174723,13180119
4084432,4926,13175583,13180503
4084082,4492,13176368,13180854
4083762,4096,13177083,13181173
4083471,3735,13177735,13181465
4083205,3406,13178330,13181730
4082963,3106,13178872,13181973
4082742,2833,13179367,13182194
4082540,2583,13179818,13182395
4082357,2355,13180229,13182579
4082189,2148,13180605,13182746
4082036,1959,13180947,13182899
4081897,1786,13181258,13183038
4081770,1629,13181543,13183165
4081654,1485,13181802,13183281
4081549,1354,13182039,13183387
4081452,1235,13182254,13183483
4081365,1126,13182451,13183571
4081285,1027,13182630,13183651
4081212,936,13182794,13183724
4081145,854,13182943,13183791
4081084,778,13183079,13183851
4081029,710,13183203,13183907
4080978,647,13183316,13183957
4080932,590,13183419,13184003
4080890,538,13183513,13184045
4080852,491,13183599,13184084
4080817,447,13183677,13184118
4080785,408,13183748,13184150
4080756,372,13183813,13184179
4080730,339,13183873,13184206
4080706,309,13183927,13184230
4080684,282,13183976,13184252
4080664,257,13184021,13184272
4080645,234,13184062,13184290
4080629,214,13184099,13184307
4080613,195,13184133,13184322
4080600,177,13184164,13184336
4080587,162,13184193,13184349
4080575,147,13184219,13184360
4080565,134,13184242,13184371
4080555,123,13184264,13184380
4080547,112,13184283,13184389
4080539,102,13184301,13184397
4080531,93,13184317,13184404
4080525,85,13184332,13184411
4080519,77,13184346,13184417
4080513,70,13184358,13184423
4080508,64,13184369,13184428
4080504,58,13184380,13184432
4080499,53,13184389,13184436
4080496,48,13184398,13184440
4080492,44,13184405,13184444
4080489,40,13184412,13184447
4080486,37,13184419,13184450
4080483,33,13184425,13184452
4080481,30,13184430,13184455
4080479,28,13184435,13184457
4080477,25,13184440,13184459
4080475,23,13184444,13184461
