# S,I,R,Nw
755480,31,3389085,3389113
755478,27,3389090,3389115
755477,25,3389094,3389116
755475,22,3389098,3389118
755474,20,3389102,3389119
755473,18,3389105,3389121
755472,16,3389108,3389122
755471,15,3389110,3389123
755470,13,3389113,3389124
755469,12,3389115,3389124
755468,11,3389117,3389125
755467,9,3389119,3389126
755467,8,3389120,3389126
755466,8,3389122,3389127
755466,7,3389123,3389127
755465,6,3389124,3389128
755465,5,3389125,3389128
755465,5,3389126,3389129
755464,4,3389127,3389129
755464,4,3389128,3389129
755464,3,3389128,3389129
755463,3,3389129,3389130
755463,3,3389130,3389130
755463,2,3389130,3389130
755463,2,3389130,3389130
755463,2,3389131,3389130
755463,2,3389131,3389131
755462,1,3389132,3389131
755462,1,3389132,3389131
755462,1,3389132,3389131
755462,1,3389132,3389131
755462,1,3389133,3389131
755462,1,3389133,3389131
755462,1,3389133,3389131
755462,0,3389133,3389131
755462,0,3389133,3389131
755462,0,3389133,3389131
755462,0,3389134,3389131
755462,0,3389134,3389131
755462,0,3389134,3389131
755462,0,3389134,3389132
755462,0,3389134,3389132
