# S,I,R,Nw
3375882,2626383,15166525,17792907
3209857,2375793,15583140,17958932
3066937,2142438,15959415,18101853
2943682,1926834,16298273,18225107
2837189,1728924,16602677,18331600
2745010,1548241,16875539,18423780
2665076,1384040,17119673,18503713
2595645,1235394,17337750,18573144
2535239,1101273,17532278,18633550
2482607,980595,17705588,18686183
2436685,872275,17859830,18732104
2396568,775248,17996974,18772222
2361481,688492,18118817,18807309
2330761,611040,18226988,18838028
2303840,541986,18322963,18864949
2280228,480491,18408070,18888561
2259502,425784,18483504,18909288
2241296,377157,18550336,18927493
2225295,333969,18609525,18943494
2211224,295636,18661929,18957565
2198844,261634,18708311,18969945
2187947,231488,18749355,18980842
2178352,204773,18785665,18990438
2169899,181108,18817782,18998890
2162452,160153,18846185,19006337
2155888,141602,18871300,19012902
2150101,125184,18893504,19018688
2144998,110658,18913133,19023791
2140498,97808,18930483,19028291
2136528,86443,18945818,19032261
2133026,76392,18959371,19035763
2129936,67506,18971347,19038853
2127209,59650,18981930,19041580
2124803,52705,18991281,19043986
2122679,46567,18999544,19046110
2120804,41142,19006844,19047985
2119149,36348,19013293,19049640
2117688,32111,19018991,19051101
2116398,28367,19024024,19052391
2115259,25060,19028471,19053530
2114254,22137,19032399,19054536
2113366,19555,19035869,19055423
2112582,17274,19038934,19056207
2111890,15258,19041642,19056900
2111278,13478,19044033,19057511
2110738,11905,19046146,19058051
2110262,10516,19048012,19058528
2109841,9288,19049660,19058949
2109469,8204,19051116,19059320
2109140,7247,19052402,19059649
2108850,6401,19053538,19059939
2108594,5654,19054542,19060195
2108368,4994,19055428,19060421
2108168,4411,19056211,19060621
2107992,3896,19056902,19060797
2107836,3441,19057513,19060953
2107699,3039,19058052,19061091
2107577,2684,19058528,19061212
2107470,2371,19058949,19061320
2107375,2094,19059321,19061414
2107291,1849,19059649,19061498
2107217,1633,19059939,19061572
2107152,1443,19060195,19061637
2107094,1274,19060421,19061695
2107043,1125,19060621,19061746
2106998,994,19060797,19061791
2106958,878,19060953,19061831
2106923,775,19061091,19061866
2106892,685,19061213,19061897
2106865,605,19061320,19061924
2106841,534,19061415,19061948
2106819,472,19061498,19061970
2106801,416,19061572,19061989
2106784,368,19061638,19062005
2106769,325,19061696,19062020
2106756,287,19061747,19062033
2106745,253,19061792,19062045
2106735,224,19061831,19062055
2106726,197,19061866,19062064
2106718,174,19061897,19062072
2106711,154,19061925,19062079
2106705,136,19061949,19062085
2106699,120,19061970,19062090
2106694,106,19061989,19062095
2106690,93,19062006,19062099
2106686,82,19062021,19062103
2106683,73,19062034,19062106
2106680,64,19062045,19062109
2106677,57,19062055,19062112
2106675,50,19062064,19062114
2106673,44,19062072,19062116
2106671,39,19062079,19062118
2106670,34,19062085,19062119
2106668,30,19062091,19062121
2106667,27,19062096,19062122
2106666,23,19062100,19062123
2106665,21,19062104,19062124
2106664,18,19062107,19062125
2106663,16,19062110,19062126
2106663,14,19062113,19062126
2106662,12,19062115,19062127
2106662,11,19062117,19062127
2106661,10,19062119,19062128
2106661,8,19062120,19062128
2106661,7,19062122,19062129
2106660,6,19062123,19062129
2106660,6,19062124,19062129
2106660,5,19062125,19062130
2106659,4,19062126,19062130
2106659,4,19062126,19062130
2106659,3,19062127,19062130
2106659,3,19062128,19062130
2106659,2,19062128,19062130
2106659,2,19062129,19062130
2106659,2,19062129,19062131
2106659,2,19062129,19062131
2106658,1,19062130,19062131
2106658,1,19062130,19062131
2106658,1,19062130,19062131
2106658,1,19062131,19062131
2106658,1,19062131,19062131
2106658,0,19062131,19062131
2106658,0,19062131,19062131
2106658,0,19062131,19062131
2106658,0,19062131,19062131
2106658,0,19062131,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
2106658,0,19062132,19062131
